TypeID,GroupID,InstanceID,classification,occurrences,n_files,scaled_files,unscaled_files,twox_available,action,clone_GroupID,clone_InstanceID
0x856DDBAC,0x46A006B0,0x140155CC,EXCLUSIVE,2,2,T-00000000_G-96a006b0_I-aa3acdfe.ui;T-00000000_G-96a006b0_I-cbc3c2b9.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x140155E0,EXCLUSIVE,1,1,T-00000000_G-08000600_I-898897de.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x140155E1,EXCLUSIVE,4,1,T-00000000_G-08000600_I-898897de.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x140155E2,EXCLUSIVE,1,1,T-00000000_G-08000600_I-e9923283.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x140155E3,EXCLUSIVE,1,1,T-00000000_G-08000600_I-09923283.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x140155E4,EXCLUSIVE,1,1,T-00000000_G-08000600_I-e9949936.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x140155E5,EXCLUSIVE,2,2,T-00000000_G-08000600_I-e99237ff.ui;T-00000000_G-96a006b0_I-e99237ff.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x140155E6,EXCLUSIVE,1,1,T-00000000_G-08000600_I-c9930681.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x140155E9,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-0a5fa5d6.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x140155EA,EXCLUSIVE,6,2,T-00000000_G-96a006b0_I-4a160034.ui;T-00000000_G-96a006b0_I-cbc905cd.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x140155EB,EXCLUSIVE,4,2,T-00000000_G-96a006b0_I-aa3acdfe.ui;T-00000000_G-96a006b0_I-cbc3c2b9.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x140155EC,EXCLUSIVE,9,3,T-00000000_G-96a006b0_I-0b72f276.ui;T-00000000_G-96a006b0_I-2bc9060f.ui;T-00000000_G-96a006b0_I-ea287193.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x140155ED,EXCLUSIVE,4,2,T-00000000_G-96a006b0_I-6bc9065a.ui;T-00000000_G-96a006b0_I-ea2871aa.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E20,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-a991ed83.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E21,EXCLUSIVE,5,5,T-00000000_G-08000600_I-2bc90671.ui;T-00000000_G-08000600_I-898897de.ui;T-00000000_G-96a006b0_I-2bc90671.ui;T-00000000_G-96a006b0_I-898897de.ui;T-00000000_G-96a006b0_I-a991ed83.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E22,EXCLUSIVE,5,5,T-00000000_G-08000600_I-2bc90671.ui;T-00000000_G-08000600_I-898897de.ui;T-00000000_G-96a006b0_I-2bc90671.ui;T-00000000_G-96a006b0_I-898897de.ui;T-00000000_G-96a006b0_I-a991ed83.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E23,EXCLUSIVE,5,5,T-00000000_G-08000600_I-2bc90671.ui;T-00000000_G-08000600_I-898897de.ui;T-00000000_G-96a006b0_I-2bc90671.ui;T-00000000_G-96a006b0_I-898897de.ui;T-00000000_G-96a006b0_I-a991ed83.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E24,EXCLUSIVE,5,5,T-00000000_G-08000600_I-2bc90671.ui;T-00000000_G-08000600_I-898897de.ui;T-00000000_G-96a006b0_I-2bc90671.ui;T-00000000_G-96a006b0_I-898897de.ui;T-00000000_G-96a006b0_I-a991ed83.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E25,EXCLUSIVE,5,5,T-00000000_G-08000600_I-2bc90671.ui;T-00000000_G-08000600_I-898897de.ui;T-00000000_G-96a006b0_I-2bc90671.ui;T-00000000_G-96a006b0_I-898897de.ui;T-00000000_G-96a006b0_I-a991ed83.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E26,EXCLUSIVE,5,5,T-00000000_G-08000600_I-2bc90671.ui;T-00000000_G-08000600_I-898897de.ui;T-00000000_G-96a006b0_I-2bc90671.ui;T-00000000_G-96a006b0_I-898897de.ui;T-00000000_G-96a006b0_I-a991ed83.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E27,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-09923283.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E28,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-e9949936.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E2A,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-4992f764.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E2B,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-c9930681.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E2C,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-899302fc.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E30,EXCLUSIVE,4,4,T-00000000_G-08000600_I-09923283.ui;T-00000000_G-08000600_I-e9923283.ui;T-00000000_G-96a006b0_I-09923283.ui;T-00000000_G-96a006b0_I-e9923283.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E31,EXCLUSIVE,4,4,T-00000000_G-08000600_I-09923283.ui;T-00000000_G-08000600_I-e9923283.ui;T-00000000_G-96a006b0_I-09923283.ui;T-00000000_G-96a006b0_I-e9923283.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E32,EXCLUSIVE,4,4,T-00000000_G-08000600_I-09923283.ui;T-00000000_G-08000600_I-e9923283.ui;T-00000000_G-96a006b0_I-09923283.ui;T-00000000_G-96a006b0_I-e9923283.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E34,EXCLUSIVE,4,4,T-00000000_G-08000600_I-09923283.ui;T-00000000_G-08000600_I-e9923283.ui;T-00000000_G-96a006b0_I-09923283.ui;T-00000000_G-96a006b0_I-e9923283.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E35,EXCLUSIVE,2,2,T-00000000_G-08000600_I-e9923283.ui;T-00000000_G-96a006b0_I-e9923283.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E40,EXCLUSIVE,2,2,T-00000000_G-08000600_I-e9949936.ui;T-00000000_G-96a006b0_I-e9949936.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E41,EXCLUSIVE,2,2,T-00000000_G-08000600_I-e9949936.ui;T-00000000_G-96a006b0_I-e9949936.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E42,EXCLUSIVE,2,2,T-00000000_G-08000600_I-e9949936.ui;T-00000000_G-96a006b0_I-e9949936.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E43,EXCLUSIVE,2,2,T-00000000_G-08000600_I-e99237ff.ui;T-00000000_G-96a006b0_I-e99237ff.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E44,EXCLUSIVE,2,2,T-00000000_G-08000600_I-e99237ff.ui;T-00000000_G-96a006b0_I-e99237ff.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E45,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-4992f764.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E50,EXCLUSIVE,2,2,T-00000000_G-08000600_I-e99237ff.ui;T-00000000_G-96a006b0_I-e99237ff.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E51,EXCLUSIVE,2,2,T-00000000_G-08000600_I-e99237ff.ui;T-00000000_G-96a006b0_I-e99237ff.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E53,EXCLUSIVE,2,2,T-00000000_G-08000600_I-e99237ff.ui;T-00000000_G-96a006b0_I-e99237ff.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E54,EXCLUSIVE,2,2,T-00000000_G-08000600_I-e99237ff.ui;T-00000000_G-96a006b0_I-e99237ff.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E60,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-4992f764.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E63,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-4992f764.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E70,EXCLUSIVE,2,2,T-00000000_G-08000600_I-c9930681.ui;T-00000000_G-96a006b0_I-c9930681.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E71,EXCLUSIVE,2,2,T-00000000_G-08000600_I-c9930681.ui;T-00000000_G-96a006b0_I-c9930681.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E72,EXCLUSIVE,2,2,T-00000000_G-08000600_I-c9930681.ui;T-00000000_G-96a006b0_I-c9930681.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E73,EXCLUSIVE,2,2,T-00000000_G-08000600_I-c9930681.ui;T-00000000_G-96a006b0_I-c9930681.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E74,EXCLUSIVE,2,2,T-00000000_G-08000600_I-c9930681.ui;T-00000000_G-96a006b0_I-c9930681.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E75,EXCLUSIVE,2,2,T-00000000_G-08000600_I-c9930681.ui;T-00000000_G-96a006b0_I-c9930681.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E76,EXCLUSIVE,2,2,T-00000000_G-08000600_I-c9930681.ui;T-00000000_G-96a006b0_I-c9930681.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14215E80,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-899302fc.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415860,EXCLUSIVE,2,2,T-00000000_G-08000600_I-c973b411.ui;T-00000000_G-96a006b0_I-c973b411.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415870,EXCLUSIVE,2,2,T-00000000_G-96a006b0_I-69e3d347.ui;T-00000000_G-96a006b0_I-aa53e3ea.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415872,EXCLUSIVE,2,2,T-00000000_G-96a006b0_I-69e3d347.ui;T-00000000_G-96a006b0_I-aa53e3ea.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415873,EXCLUSIVE,2,2,T-00000000_G-96a006b0_I-69e3d347.ui;T-00000000_G-96a006b0_I-aa53e3ea.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415874,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-69e3d347.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415875,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-e9923283.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415876,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-69e3d347.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415878,EXCLUSIVE,2,2,T-00000000_G-96a006b0_I-69e3d347.ui;T-00000000_G-96a006b0_I-aa53e3ea.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415879,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-69e3d347.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x1441587A,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa53e3ea.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x1441587B,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa53e3ea.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415880,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa356502.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415881,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa356502.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415882,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa356502.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415883,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa356502.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415886,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aaa44448.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415887,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aaa44448.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415888,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aaa44448.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14415889,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aaa44448.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x1441588A,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aaa44448.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416102,EXCLUSIVE,2,2,T-00000000_G-08000600_I-c973b411.ui;T-00000000_G-96a006b0_I-c973b411.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416103,EXCLUSIVE,2,2,T-00000000_G-08000600_I-c973b411.ui;T-00000000_G-96a006b0_I-c973b411.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416104,EXCLUSIVE,2,2,T-00000000_G-08000600_I-c973b411.ui;T-00000000_G-96a006b0_I-c973b411.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416105,EXCLUSIVE,2,2,T-00000000_G-08000600_I-c973b411.ui;T-00000000_G-96a006b0_I-c973b411.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x14416106,EXCLUSIVE,1,1,T-00000000_G-96a006b0_I-aa920991.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x144161C0,UNSCALED,1,1,,T-00000000_G-96a006b0_I-6aca9687.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x144161E0,SHARED,54,54,T-00000000_G-08000600_I-aa1f1f57.ui;T-00000000_G-96a006b0_I-0b72f276.ui;T-00000000_G-96a006b0_I-2bc9060f.ui;T-00000000_G-96a006b0_I-4a160034.ui;T-00000000_G-96a006b0_I-6bc61f19.ui;T-00000000_G-96a006b0_I-6bc9065a.ui;T-00000000_G-96a006b0_I-aa1f1f57.ui;T-00000000_G-96a006b0_I-aa3acdfe.ui;T-00000000_G-96a006b0_I-cbc3c2b9.ui;T-00000000_G-96a006b0_I-cbc905cd.ui;T-00000000_G-96a006b0_I-ea287193.ui;T-00000000_G-96a006b0_I-ea2871aa.ui,T-00000000_G-96a006b0_I-0c1d56e4.ui;T-00000000_G-96a006b0_I-0c1d730b.ui;T-00000000_G-96a006b0_I-0c1d7737.ui;T-00000000_G-96a006b0_I-0c1d7974.ui;T-00000000_G-96a006b0_I-0c1d79ac.ui;T-00000000_G-96a006b0_I-0c1d7b60.ui;T-00000000_G-96a006b0_I-0c1d7e71.ui;T-00000000_G-96a006b0_I-0c1d81fc.ui;T-00000000_G-96a006b0_I-2c02ba84.ui;T-00000000_G-96a006b0_I-2c1d73cb.ui;T-00000000_G-96a006b0_I-2c1d784b.ui;T-00000000_G-96a006b0_I-2c1d8024.ui;T-00000000_G-96a006b0_I-4c1a68d2.ui;T-00000000_G-96a006b0_I-4c1d78f7.ui;T-00000000_G-96a006b0_I-4c1d7c0c.ui;T-00000000_G-96a006b0_I-4c1d7c65.ui;T-00000000_G-96a006b0_I-4c1d7d40.ui;T-00000000_G-96a006b0_I-6c1d789a.ui;T-00000000_G-96a006b0_I-6c1d7ac3.ui;T-00000000_G-96a006b0_I-6c1d7f5c.ui;T-00000000_G-96a006b0_I-6c1d8057.ui;T-00000000_G-96a006b0_I-8c1d7423.ui;T-00000000_G-96a006b0_I-8c1d76d5.ui;T-00000000_G-96a006b0_I-8c3bd047.ui;T-00000000_G-96a006b0_I-ac1d544d.ui;T-00000000_G-96a006b0_I-ac1d7548.ui;T-00000000_G-96a006b0_I-ac1d7a81.ui;T-00000000_G-96a006b0_I-cc1d71d3.ui;T-00000000_G-96a006b0_I-cc1d72a2.ui;T-00000000_G-96a006b0_I-cc1d778b.ui;T-00000000_G-96a006b0_I-cc1d7a1f.ui;T-00000000_G-96a006b0_I-cc1d824f.ui;T-00000000_G-96a006b0_I-cc44f885.ui;T-00000000_G-96a006b0_I-ec1a73ba.ui;T-00000000_G-96a006b0_I-ec1d74d5.ui;T-00000000_G-96a006b0_I-ec1d7599.ui;T-00000000_G-96a006b0_I-ec1d75e2.ui;T-00000000_G-96a006b0_I-ec1d77dd.ui;T-00000000_G-96a006b0_I-ec1d79d7.ui;T-00000000_G-96a006b0_I-ec1d7a56.ui;T-00000000_G-96a006b0_I-ec1d7efe.ui;T-00000000_G-96a006b0_I-ec1d8125.ui,yes,clone+retarget,0x46A006B0,0x470261E1
0x856DDBAC,0x46A006B0,0x144161E2,SHARED,57,54,T-00000000_G-08000600_I-aa1f1f57.ui;T-00000000_G-96a006b0_I-0b72f276.ui;T-00000000_G-96a006b0_I-2bc9060f.ui;T-00000000_G-96a006b0_I-4a160034.ui;T-00000000_G-96a006b0_I-6bc61f19.ui;T-00000000_G-96a006b0_I-6bc9065a.ui;T-00000000_G-96a006b0_I-aa1f1f57.ui;T-00000000_G-96a006b0_I-aa3acdfe.ui;T-00000000_G-96a006b0_I-cbc3c2b9.ui;T-00000000_G-96a006b0_I-cbc905cd.ui;T-00000000_G-96a006b0_I-ea287193.ui;T-00000000_G-96a006b0_I-ea2871aa.ui,T-00000000_G-96a006b0_I-0c1d56e4.ui;T-00000000_G-96a006b0_I-0c1d730b.ui;T-00000000_G-96a006b0_I-0c1d7737.ui;T-00000000_G-96a006b0_I-0c1d7974.ui;T-00000000_G-96a006b0_I-0c1d79ac.ui;T-00000000_G-96a006b0_I-0c1d7b60.ui;T-00000000_G-96a006b0_I-0c1d7e71.ui;T-00000000_G-96a006b0_I-0c1d81fc.ui;T-00000000_G-96a006b0_I-2c02ba84.ui;T-00000000_G-96a006b0_I-2c1d73cb.ui;T-00000000_G-96a006b0_I-2c1d784b.ui;T-00000000_G-96a006b0_I-2c1d8024.ui;T-00000000_G-96a006b0_I-4c1a68d2.ui;T-00000000_G-96a006b0_I-4c1d78f7.ui;T-00000000_G-96a006b0_I-4c1d7c0c.ui;T-00000000_G-96a006b0_I-4c1d7c65.ui;T-00000000_G-96a006b0_I-4c1d7d40.ui;T-00000000_G-96a006b0_I-6c1d789a.ui;T-00000000_G-96a006b0_I-6c1d7ac3.ui;T-00000000_G-96a006b0_I-6c1d7f5c.ui;T-00000000_G-96a006b0_I-6c1d8057.ui;T-00000000_G-96a006b0_I-8c1d7423.ui;T-00000000_G-96a006b0_I-8c1d76d5.ui;T-00000000_G-96a006b0_I-8c3bd047.ui;T-00000000_G-96a006b0_I-ac1d544d.ui;T-00000000_G-96a006b0_I-ac1d7548.ui;T-00000000_G-96a006b0_I-ac1d7a81.ui;T-00000000_G-96a006b0_I-cc1d71d3.ui;T-00000000_G-96a006b0_I-cc1d72a2.ui;T-00000000_G-96a006b0_I-cc1d778b.ui;T-00000000_G-96a006b0_I-cc1d7a1f.ui;T-00000000_G-96a006b0_I-cc1d824f.ui;T-00000000_G-96a006b0_I-cc44f885.ui;T-00000000_G-96a006b0_I-ec1a73ba.ui;T-00000000_G-96a006b0_I-ec1d74d5.ui;T-00000000_G-96a006b0_I-ec1d7599.ui;T-00000000_G-96a006b0_I-ec1d75e2.ui;T-00000000_G-96a006b0_I-ec1d77dd.ui;T-00000000_G-96a006b0_I-ec1d79d7.ui;T-00000000_G-96a006b0_I-ec1d7a56.ui;T-00000000_G-96a006b0_I-ec1d7efe.ui;T-00000000_G-96a006b0_I-ec1d8125.ui,yes,clone+retarget,0x46A006B0,0x470261E3
0x856DDBAC,0x46A006B0,0x144161E4,SHARED,94,49,T-00000000_G-96a006b0_I-aa920991.ui,T-00000000_G-96a006b0_I-0a55161d.ui;T-00000000_G-96a006b0_I-0a5cf71d.ui;T-00000000_G-96a006b0_I-0c1d56e4.ui;T-00000000_G-96a006b0_I-0c1d730b.ui;T-00000000_G-96a006b0_I-0c1d7737.ui;T-00000000_G-96a006b0_I-0c1d7974.ui;T-00000000_G-96a006b0_I-0c1d79ac.ui;T-00000000_G-96a006b0_I-0c1d7b60.ui;T-00000000_G-96a006b0_I-0c1d7e71.ui;T-00000000_G-96a006b0_I-0c1d81fc.ui;T-00000000_G-96a006b0_I-2a41436b.ui;T-00000000_G-96a006b0_I-2c1d73cb.ui;T-00000000_G-96a006b0_I-2c1d784b.ui;T-00000000_G-96a006b0_I-2c1d8024.ui;T-00000000_G-96a006b0_I-4a551b4c.ui;T-00000000_G-96a006b0_I-4c1a68d2.ui;T-00000000_G-96a006b0_I-4c1d78f7.ui;T-00000000_G-96a006b0_I-4c1d7c0c.ui;T-00000000_G-96a006b0_I-4c1d7c65.ui;T-00000000_G-96a006b0_I-4c1d7d40.ui;T-00000000_G-96a006b0_I-6a553aa4.ui;T-00000000_G-96a006b0_I-6c1d789a.ui;T-00000000_G-96a006b0_I-6c1d7ac3.ui;T-00000000_G-96a006b0_I-6c1d7f5c.ui;T-00000000_G-96a006b0_I-6c1d8057.ui;T-00000000_G-96a006b0_I-8c1d7423.ui;T-00000000_G-96a006b0_I-8c1d76d5.ui;T-00000000_G-96a006b0_I-8c3bd047.ui;T-00000000_G-96a006b0_I-ac1d544d.ui;T-00000000_G-96a006b0_I-ac1d7548.ui;T-00000000_G-96a006b0_I-ac1d7a81.ui;T-00000000_G-96a006b0_I-ca53f06e.ui;T-00000000_G-96a006b0_I-cc1d71d3.ui;T-00000000_G-96a006b0_I-cc1d72a2.ui;T-00000000_G-96a006b0_I-cc1d778b.ui;T-00000000_G-96a006b0_I-cc1d7a1f.ui;T-00000000_G-96a006b0_I-cc1d824f.ui;T-00000000_G-96a006b0_I-cc44f885.ui;T-00000000_G-96a006b0_I-eaaeec1b.ui;T-00000000_G-96a006b0_I-ec1a73ba.ui;T-00000000_G-96a006b0_I-ec1d74d5.ui;T-00000000_G-96a006b0_I-ec1d7599.ui;T-00000000_G-96a006b0_I-ec1d75e2.ui;T-00000000_G-96a006b0_I-ec1d77dd.ui;T-00000000_G-96a006b0_I-ec1d79d7.ui;T-00000000_G-96a006b0_I-ec1d7a56.ui;T-00000000_G-96a006b0_I-ec1d7efe.ui;T-00000000_G-96a006b0_I-ec1d8125.ui,yes,clone+retarget,0x46A006B0,0x470261E5
0x856DDBAC,0x46A006B0,0x144161E7,UNSCALED,1,1,,T-00000000_G-96a006b0_I-aa5e60d1.ui,yes,untouched,,
0x856DDBAC,0x46A006B0,0x144161E9,EXCLUSIVE,152,7,T-00000000_G-96a006b0_I-0b72f276.ui;T-00000000_G-96a006b0_I-2bc9060f.ui;T-00000000_G-96a006b0_I-6bc61f19.ui;T-00000000_G-96a006b0_I-6bc9065a.ui;T-00000000_G-96a006b0_I-abb0120f.ui;T-00000000_G-96a006b0_I-ea287193.ui;T-00000000_G-96a006b0_I-ea2871aa.ui,,yes,2x-in-place,,
0x856DDBAC,0x46A006B0,0x144161EA,EXCLUSIVE,4,1,T-00000000_G-96a006b0_I-6bc61f19.ui,,yes,2x-in-place,,
