archive : C:\dev\SC4UIScale\tools\selective-safe\z_SC4UIScale_SelectiveArt.dat  (11872511 bytes)
version : DBPF 1.0   index 7.0
dates   : created 0x6A85A445  modified 0x6A85A445
index   : 693 entries @ 0xB4F2DB (13860 bytes)
holes   : 0 @ 0x0 (0 bytes)
DIR     : compression directory absent (all uncompressed)

TypeID     GroupID    InstanceID Offset     Size
0x856DDBAC 0x46A006B0 0x14416302 0x004BF955 25989
0x856DDBAC 0x46A006B0 0x14416303 0x004C5EDA 19803
0x856DDBAC 0x46A006B0 0x14416304 0x004CAC35 11770
0x856DDBAC 0x46A006B0 0x14416307 0x004CDA2F 24978
0x856DDBAC 0x46A006B0 0x1441630D 0x004D3BC1 11192
0x856DDBAC 0x46A006B0 0x1441630F 0x004D6779 10965
0x856DDBAC 0x46A006B0 0x14416312 0x004D924E 29260
0x856DDBAC 0x46A006B0 0x14416313 0x004E049A 11837
0x856DDBAC 0x46A006B0 0x14416314 0x004E32D7 17152
0x856DDBAC 0x46A006B0 0x14416315 0x004E75D7 2744
0x856DDBAC 0x46A006B0 0x14416316 0x004E808F 2894
0x856DDBAC 0x46A006B0 0x14416317 0x004E8BDD 7380
0x856DDBAC 0x46A006B0 0x14416318 0x004EA8B1 6714
0x856DDBAC 0x46A006B0 0x14416319 0x004EC2EB 4687
0x856DDBAC 0x46A006B0 0x1441631A 0x004ED53A 7007
0x856DDBAC 0x46A006B0 0x1441631B 0x004EF099 7719
0x856DDBAC 0x46A006B0 0x14416327 0x004F0EC0 1016
0x856DDBAC 0x46A006B0 0x15E306A6 0x004F12B8 844
0x856DDBAC 0x46A006B0 0x23F15240 0x004F1604 9396
0x856DDBAC 0x46A006B0 0x23F15241 0x004F3AB8 39689
0x856DDBAC 0x46A006B0 0x23F15246 0x004FD5C1 3133
0x856DDBAC 0x46A006B0 0x23F15259 0x004FE1FE 4655
0x856DDBAC 0x46A006B0 0x23F15260 0x004FF42D 4399
0x856DDBAC 0x46A006B0 0x23F15261 0x0050055C 4420
0x856DDBAC 0x46A006B0 0x23F15262 0x005016A0 15058
0x856DDBAC 0x46A006B0 0x2B70529B 0x00505172 12409
0x856DDBAC 0x46A006B0 0x2B8C65AC 0x005081EB 178
0x856DDBAC 0x46A006B0 0x2BBEB1AF 0x0050829D 64231
0x856DDBAC 0x46A006B0 0x2BC1198A 0x00517D84 17480
0x856DDBAC 0x46A006B0 0x2BEB4BBB 0x0051C1CC 8976
0x856DDBAC 0x46A006B0 0x2BEC54A3 0x0051E4DC 3801
0x856DDBAC 0x46A006B0 0x2BEC54A4 0x0051F3B5 3111
0x856DDBAC 0x46A006B0 0x2BEC54A5 0x0051FFDC 7784
0x856DDBAC 0x46A006B0 0x2BEC99B1 0x00521E44 4600
0x856DDBAC 0x46A006B0 0x2BEC99B2 0x0052303C 4233
0x856DDBAC 0x46A006B0 0x2BEC99B3 0x005240C5 6401
0x856DDBAC 0x46A006B0 0x2BFEB0CB 0x005259C6 774
0x856DDBAC 0x46A006B0 0x2BFEB0CC 0x00525CCC 823
0x856DDBAC 0x46A006B0 0x2BFEB0CD 0x00526003 1286
0x856DDBAC 0x46A006B0 0x2BFEB0CE 0x00526509 1170
0x856DDBAC 0x46A006B0 0x2BFEB0CF 0x0052699B 991
0x856DDBAC 0x46A006B0 0x42E55FD4 0x00526D7A 2529
0x856DDBAC 0x46A006B0 0x46A006A2 0x0052775B 520
0x856DDBAC 0x46A006B0 0x46A006A5 0x00527963 1827
0x856DDBAC 0x46A006B0 0x46A006A8 0x00528086 892
0x856DDBAC 0x46A006B0 0x470261E1 0x00528402 2420
0x856DDBAC 0x46A006B0 0x470261E3 0x00528D76 2326
0x856DDBAC 0x46A006B0 0x470261E5 0x0052968C 1900
0x856DDBAC 0x46A006B0 0x470261EA 0x00529DF8 1965
0x856DDBAC 0x46A006B0 0x470261EF 0x0052A5A5 4127
0x856DDBAC 0x46A006B0 0x470261F8 0x0052B5C4 2709
0x856DDBAC 0x46A006B0 0x47026244 0x0052C059 2556
0x856DDBAC 0x46A006B0 0x47026265 0x0052CA55 158
0x856DDBAC 0x46A006B0 0x47425587 0x0052CAF3 618
0x856DDBAC 0x46A006B0 0x4B8C65FB 0x0052CD5D 179
0x856DDBAC 0x46A006B0 0x4B8DA4A4 0x0052CE10 5002
0x856DDBAC 0x46A006B0 0x4B9EBA86 0x0052E19A 11983
0x856DDBAC 0x46A006B0 0x4BBE9C7D 0x00531069 75201
0x856DDBAC 0x46A006B0 0x4BE99DC8 0x0054362A 7576
0x856DDBAC 0x46A006B0 0x4BEC5679 0x005453C2 87397
0x856DDBAC 0x46A006B0 0x4BEC5680 0x0055A927 83339
0x856DDBAC 0x46A006B0 0x4BF35797 0x0056EEB2 16109
0x856DDBAC 0x46A006B0 0x4C05BC6C 0x00572D9F 68678
0x856DDBAC 0x46A006B0 0x4C05BC6D 0x005839E5 73936
0x856DDBAC 0x46A006B0 0x4C05BC6E 0x00595AB5 80833
0x856DDBAC 0x46A006B0 0x53244588 0x005A9676 2484
0x856DDBAC 0x46A006B0 0x62B19CE9 0x005AA02A 9875
0x856DDBAC 0x46A006B0 0x62B99D31 0x005AC6BD 749
0x856DDBAC 0x46A006B0 0x6BB93CB5 0x005AC9AA 5241
0x856DDBAC 0x46A006B0 0x6BBE7795 0x005ADE23 5653
0x856DDBAC 0x46A006B0 0x6BE8C84B 0x005AF438 69589
0x856DDBAC 0x46A006B0 0x6BE8C84D 0x005C040D 76942
0x856DDBAC 0x46A006B0 0x6BE8C84E 0x005D309B 69551
0x856DDBAC 0x46A006B0 0x6BE8C84F 0x005E404A 69846
0x856DDBAC 0x46A006B0 0x6BE8C850 0x005F5120 99772
0x856DDBAC 0x46A006B0 0x6BE8C851 0x0060D6DC 75074
0x856DDBAC 0x46A006B0 0x6BF183F0 0x0061FC1E 46547
0x856DDBAC 0x46A006B0 0x6BF183F1 0x0062B1F1 46654
0x856DDBAC 0x46A006B0 0x6BF183F2 0x0063682F 47050
0x856DDBAC 0x46A006B0 0x6BF183F3 0x00641FF9 69631
0x856DDBAC 0x46A006B0 0x6BF183FC 0x00652FF8 68557
0x856DDBAC 0x46A006B0 0x6BF183FD 0x00663BC5 68732
0x856DDBAC 0x46A006B0 0x6BF183FE 0x00674841 178896
0x856DDBAC 0x46A006B0 0x6BF47EA2 0x006A0311 62130
0x856DDBAC 0x46A006B0 0x6BFB1B69 0x006AF5C3 11810
0x856DDBAC 0x46A006B0 0x6BFB1B70 0x006B23E5 12652
0x856DDBAC 0x46A006B0 0x82B99D9D 0x006B5551 827
0x856DDBAC 0x46A006B0 0x8B7866F1 0x006B588C 15729
0x856DDBAC 0x46A006B0 0x8BB230D4 0x006B95FD 13661
0x856DDBAC 0x46A006B0 0x8BBEA9D1 0x006BCB5A 10806
0x856DDBAC 0x46A006B0 0x8BC5F104 0x006BF590 3515
0x856DDBAC 0x46A006B0 0x8BCBAEFF 0x006C034B 9040
0x856DDBAC 0x46A006B0 0x8BD8D782 0x006C269B 4599
0x856DDBAC 0x46A006B0 0x8BD8D783 0x006C3892 6322
0x856DDBAC 0x46A006B0 0xAB7052BD 0x006C5144 10261
0x856DDBAC 0x46A006B0 0xAB8C65C8 0x006C7959 178
0x856DDBAC 0x46A006B0 0xAB8C65D4 0x006C7A0B 180
0x856DDBAC 0x46A006B0 0xAB9E7552 0x006C7ABF 12217
0x856DDBAC 0x46A006B0 0xABB172FA 0x006CAA78 24301
0x856DDBAC 0x46A006B0 0xABB172FB 0x006D0965 22996
0x856DDBAC 0x46A006B0 0xABBEAD86 0x006D6339 2582
0x856DDBAC 0x46A006B0 0xABC3E0E5 0x006D6D4F 42637
0x856DDBAC 0x46A006B0 0xABC3E0E6 0x006E13DC 42026
0x856DDBAC 0x46A006B0 0xABC3E0E7 0x006EB806 41923
0x856DDBAC 0x46A006B0 0xABC3E0E8 0x006F5BC9 42614
0x856DDBAC 0x46A006B0 0xABE99A56 0x0070023F 8959
0x856DDBAC 0x46A006B0 0xABEC941C 0x0070253E 110913
0x856DDBAC 0x46A006B0 0xABF474AB 0x0071D67F 177
0x856DDBAC 0x46A006B0 0xABF474B1 0x0071D730 179
0x856DDBAC 0x46A006B0 0xAC0DA300 0x0071D7E3 93676
0x856DDBAC 0x46A006B0 0xAC0DA30A 0x007345CF 79289
0x856DDBAC 0x46A006B0 0xAC0DA30B 0x00747B88 109279
0x856DDBAC 0x46A006B0 0xAC0DA30C 0x00762667 297179
0x856DDBAC 0x46A006B0 0xAC0DA30D 0x007AAF42 25888
0x856DDBAC 0x46A006B0 0xAC0DA30E 0x007B1462 158655
0x856DDBAC 0x46A006B0 0xAC101989 0x007D8021 3992
0x856DDBAC 0x46A006B0 0xAC155D00 0x007D8FB9 71885
0x856DDBAC 0x46A006B0 0xAC155D01 0x007EA886 75384
0x856DDBAC 0x46A006B0 0xAC155D02 0x007FCEFE 176820
0x856DDBAC 0x46A006B0 0xAC155D03 0x008281B2 88885
0x856DDBAC 0x46A006B0 0xAC155D04 0x0083DCE7 169497
0x856DDBAC 0x46A006B0 0xAC155D05 0x00867300 71479
0x856DDBAC 0x46A006B0 0xB1F56DB9 0x00878A37 1965
0x856DDBAC 0x46A006B0 0xC2B66DAA 0x008791E4 246
0x856DDBAC 0x46A006B0 0xCBB16E5C 0x008792DA 12021
0x856DDBAC 0x46A006B0 0xCBB16E5D 0x0087C1CF 10983
0x856DDBAC 0x46A006B0 0xCBB16E5E 0x0087ECB6 11821
0x856DDBAC 0x46A006B0 0xCBBEAB61 0x00881AE3 12961
0x856DDBAC 0x46A006B0 0xCBC26C9A 0x00884D84 8657
0x856DDBAC 0x46A006B0 0xCBC26C9B 0x00886F55 9712
0x856DDBAC 0x46A006B0 0xCBC3C2B8 0x00889545 3810
0x856DDBAC 0x46A006B0 0xCBC3C2B9 0x0088A427 8862
0x856DDBAC 0x46A006B0 0xCBC5F115 0x0088C6C5 10858
0x856DDBAC 0x46A006B0 0xCBCB6E9B 0x0088F12F 11155
0x856DDBAC 0x46A006B0 0xCBCB6E9C 0x00891CC2 1820
0x856DDBAC 0x46A006B0 0xCBCB6E9E 0x008923DE 1846
0x856DDBAC 0x46A006B0 0xCBCB6E9F 0x00892B14 192257
0x856DDBAC 0x46A006B0 0xCBCB9A73 0x008C1A15 996
0x856DDBAC 0x46A006B0 0xCBCB9A74 0x008C1DF9 2196
0x856DDBAC 0x46A006B0 0xCBCBA947 0x008C268D 170293
0x856DDBAC 0x46A006B0 0xCBCBA948 0x008EBFC2 73608
0x856DDBAC 0x46A006B0 0xCBCBA949 0x008FDF4A 72154
0x856DDBAC 0x46A006B0 0xCBCBA950 0x0090F924 80882
0x856DDBAC 0x46A006B0 0xCBCBA952 0x00923516 137056
0x856DDBAC 0x46A006B0 0xCBE99A5E 0x00944C76 181677
0x856DDBAC 0x46A006B0 0xCC05A721 0x00971223 12131
0x856DDBAC 0x46A006B0 0xCC39214D 0x00974186 2328
0x856DDBAC 0x46A006B0 0xCC39214E 0x00974A9E 2186
0x856DDBAC 0x46A006B0 0xE2B14588 0x00975328 2251
0x856DDBAC 0x46A006B0 0xE78FFC90 0x00975BF3 413
0x856DDBAC 0x46A006B0 0xEB68C1B2 0x00975D90 11725
0x856DDBAC 0x46A006B0 0xEB68C1B3 0x00978B5D 12503
0x856DDBAC 0x46A006B0 0xEB7C4BD6 0x0097BC34 14283
0x856DDBAC 0x46A006B0 0xEB7C4D3B 0x0097F3FF 5057
0x856DDBAC 0x46A006B0 0xEB8C65DF 0x009807C0 179
0x856DDBAC 0x46A006B0 0xEB8C6643 0x00980873 177
0x856DDBAC 0x46A006B0 0xEBB27830 0x00980924 7503
0x856DDBAC 0x46A006B0 0xEBBEAAF5 0x00982673 3679
0x856DDBAC 0x46A006B0 0xEBBEABF9 0x009834D2 2405
0x856DDBAC 0x46A006B0 0xEBBEACF6 0x00983E37 11801
0x856DDBAC 0x46A006B0 0xEBBEADD7 0x00986C50 2409
0x856DDBAC 0x46A006B0 0xEBBEAE28 0x009875B9 9369
0x856DDBAC 0x46A006B0 0xEBCBB93F 0x00989A52 81938
0x856DDBAC 0x46A006B0 0xEBE8C83F 0x0099DA64 77419
0x856DDBAC 0x46A006B0 0xEBE9EE27 0x009B08CF 81182
0x856DDBAC 0x46A006B0 0xEBE9EE28 0x009C45ED 80093
0x856DDBAC 0x46A006B0 0xEBE9EE29 0x009D7ECA 74920
0x856DDBAC 0x46A006B0 0xEC139298 0x009EA372 51087
0x856DDBAC 0x46A006B0 0xEC139299 0x009F6B01 32543
0x856DDBAC 0x46A006B0 0xEC13929A 0x009FEA20 39027
0x856DDBAC 0x46A006B0 0xEC13929C 0x00A08293 58765
0x856DDBAC 0x46A006B0 0xEC13929D 0x00A16820 18484
0x856DDBAC 0x46A006B0 0xEC13929F 0x00A1B054 28895
0x856DDBAC 0x46A006B0 0xEC1392A0 0x00A22133 44941
0x856DDBAC 0x46A006B0 0xEC1392A1 0x00A2D0C0 66089
0x856DDBAC 0x46A006B0 0xEC1392A3 0x00A3D2E9 72540
0x856DDBAC 0x46A006B0 0xEC1392A4 0x00A4EE45 97109
0x856DDBAC 0x46A006B0 0xEC1392A5 0x00A6699A 69273
0x856DDBAC 0x46A006B0 0xEC1392A6 0x00A77833 48533
0x856DDBAC 0x46A006B0 0xEC1392A7 0x00A835C8 51695
0x856DDBAC 0x46A006B0 0xEC1392A8 0x00A8FFB7 69406
0x856DDBAC 0x46A006B0 0xEC1392A9 0x00AA0ED5 45736
0x856DDBAC 0x46A006B0 0xEC1392AA 0x00AAC17D 54204
0x856DDBAC 0x46A006B0 0xEC1392AB 0x00AB9539 39971
0x856DDBAC 0x46A006B0 0xEC1392AD 0x00AC315C 28012
0x856DDBAC 0x46A006B0 0xFA8CDFBF 0x00AC9EC8 4076
0x856DDBAC 0x46A006B0 0xFA8CDFC0 0x00ACAEB4 4145
0x856DDBAC 0x46A006B0 0xFA8CDFC1 0x00ACBEE5 4338
0x856DDBAC 0x46A006B0 0xFA8CDFC2 0x00ACCFD7 3959
0x856DDBAC 0x46A006B0 0xFA8CDFC3 0x00ACDF4E 4036
0x856DDBAC 0x46A006B0 0xFA8CDFC4 0x00ACEF12 4086
0x856DDBAC 0x46A006B0 0xFA8CDFC5 0x00ACFF08 4200
0x856DDBAC 0x46A006B0 0xFA8CDFC6 0x00AD0F70 4324
0x856DDBAC 0x46A006B0 0xFA8CDFC7 0x00AD2054 4355
0x856DDBAC 0x46A006B0 0xFA8CDFC8 0x00AD3157 4568
0x856DDBAC 0x46A006B0 0xFA8CDFC9 0x00AD432F 3968
0x856DDBAC 0x46A006B0 0xFA8CDFCA 0x00AD52AF 4417
0x856DDBAC 0x46A006B0 0xFA8CDFCB 0x00AD63F0 4466
0x856DDBAC 0x46A006B0 0xFA8CDFCC 0x00AD7562 4384
0x856DDBAC 0x46A006B0 0xFA8CDFCD 0x00AD8682 4005
0x856DDBAC 0x46A006B0 0xFA8CDFCE 0x00AD9627 4164
0x856DDBAC 0x46A006B0 0xFA8CDFD0 0x00ADA66B 3751
0x856DDBAC 0x46A006B0 0xFA8CDFD1 0x00ADB512 3853
0x856DDBAC 0x46A006B0 0xFA8CDFD2 0x00ADC41F 5222
0x856DDBAC 0x4C06F888 0x10102200 0x00ADD885 4386
0x856DDBAC 0x4C06F888 0x10102300 0x00ADE9A7 3908
0x856DDBAC 0x4C06F888 0x10102400 0x00ADF8EB 3888
0x856DDBAC 0x4C06F888 0x10102500 0x00AE081B 3695
0x856DDBAC 0x4C06F888 0x10102600 0x00AE168A 4537
0x856DDBAC 0x4C06F888 0x10102700 0x00AE2843 3111
0x856DDBAC 0x4C06F888 0x10102800 0x00AE346A 3834
0x856DDBAC 0x4C06F888 0x10102900 0x00AE4364 3572
0x856DDBAC 0x4C06F888 0x10103000 0x00AE5158 4222
0x856DDBAC 0x4C06F888 0x10103100 0x00AE61D6 4286
0x856DDBAC 0x4C06F888 0x10103200 0x00AE7294 3187
0x856DDBAC 0x4C06F888 0x10103300 0x00AE7F07 3772
0x856DDBAC 0x4C06F888 0x10103500 0x00AE8DC3 3748
0x856DDBAC 0x4C06F888 0x10103600 0x00AE9C67 3339
0x856DDBAC 0x4C06F888 0x10103700 0x00AEA972 3339
0x856DDBAC 0x4C06F888 0x10610000 0x00AEB67D 3993
0x856DDBAC 0x4C06F888 0x10630000 0x00AEC616 4205
0x856DDBAC 0x4C06F888 0x10650000 0x00AED683 4159
0x856DDBAC 0x4C06F888 0x106A0000 0x00AEE6C2 3848
0x856DDBAC 0x4C06F888 0x106B0000 0x00AEF5CA 4339
0x856DDBAC 0x4C06F888 0x106C0000 0x00AF06BD 4326
0x856DDBAC 0x4C06F888 0x106E0000 0x00AF17A3 4499
0x856DDBAC 0x4C06F888 0x106F0000 0x00AF2936 4833
0x856DDBAC 0x4C06F888 0x10700000 0x00AF3C17 4690
0x856DDBAC 0x4C06F888 0x10710000 0x00AF4E69 4306
0x856DDBAC 0x4C06F888 0x10720000 0x00AF5F3B 4164
0x856DDBAC 0x4C06F888 0x10730000 0x00AF6F7F 3883
0x856DDBAC 0x4C06F888 0x10750000 0x00AF7EAA 3439
0x856DDBAC 0x4C06F888 0x10760000 0x00AF8C19 4446
0x856DDBAC 0x4C06F888 0x108E0000 0x00AF9D77 4030
0x856DDBAC 0x4C06F888 0x108F0000 0x00AFAD35 4053
0x856DDBAC 0x4C06F888 0x10900000 0x00AFBD0A 3841
0x856DDBAC 0x4C06F888 0x10B70000 0x00AFCC0B 4828
0x856DDBAC 0x4C06F888 0x10B80000 0x00AFDEE7 4785
0x856DDBAC 0x4C06F888 0x10B90000 0x00AFF198 4737
0x856DDBAC 0x4C06F888 0x10C30000 0x00B00419 4106
0x856DDBAC 0x4C06F888 0x10C40000 0x00B01423 4131
0x856DDBAC 0x4C06F888 0x10C50000 0x00B02446 4080
0x856DDBAC 0x4C06F888 0x10C60000 0x00B03436 4040
0x856DDBAC 0x4C06F888 0x10C70000 0x00B043FE 3950
0x856DDBAC 0x4C06F888 0x10C80000 0x00B0536C 3955
0x856DDBAC 0x4C06F888 0x10C90000 0x00B062DF 3938
0x856DDBAC 0x4C06F888 0x10CA0000 0x00B07241 3860
0x856DDBAC 0x4C06F888 0x10CB0000 0x00B08155 4174
0x856DDBAC 0x4C06F888 0x10CC0000 0x00B091A3 4223
0x856DDBAC 0x4C06F888 0x10CD0000 0x00B0A222 4170
0x856DDBAC 0x4C06F888 0x10CE0000 0x00B0B26C 4224
0x856DDBAC 0x4C06F888 0x10CF0000 0x00B0C2EC 4744
0x856DDBAC 0x4C06F888 0x10D00000 0x00B0D574 4021
0x856DDBAC 0x4C06F888 0x10D10000 0x00B0E529 4051
0x856DDBAC 0x4C06F888 0x10D20000 0x00B0F4FC 4071
0x856DDBAC 0x4C06F888 0x10D30000 0x00B104E3 4162
0x856DDBAC 0x4C06F888 0x10D40000 0x00B11525 4349
0x856DDBAC 0x4C06F888 0x10D50000 0x00B12622 4510
0x856DDBAC 0x4C06F888 0x10D60000 0x00B137C0 4430
0x856DDBAC 0x4C06F888 0x10D70000 0x00B1490E 4418
0x856DDBAC 0x4C06F888 0x10D80000 0x00B15A50 4686
0x856DDBAC 0x4C06F888 0x10D90000 0x00B16C9E 4800
0x856DDBAC 0x4C06F888 0x10DA0000 0x00B17F5E 4800
0x856DDBAC 0x4C06F888 0x10DB0000 0x00B1921E 4860
0x856DDBAC 0x4C06F888 0x10DC0000 0x00B1A51A 3963
0x856DDBAC 0x4C06F888 0x10DD0000 0x00B1B495 3929
0x856DDBAC 0x4C06F888 0x10DE0000 0x00B1C3EE 3772
0x856DDBAC 0x4C06F888 0x10DF0000 0x00B1D2AA 3855
0x856DDBAC 0x4C06F888 0x10E00000 0x00B1E1B9 4327
0x856DDBAC 0x4C06F888 0x10E10000 0x00B1F2A0 4320
0x856DDBAC 0x4C06F888 0x10E20000 0x00B20380 4236
0x856DDBAC 0x4C06F888 0x10E30000 0x00B2140C 4312
0x856DDBAC 0x4C06F888 0x10E40000 0x00B224E4 4396
0x856DDBAC 0x4C06F888 0x10E50000 0x00B23610 4240
0x856DDBAC 0x4C06F888 0x10E60000 0x00B246A0 4354
0x856DDBAC 0x4C06F888 0x10E70000 0x00B257A2 4211
0x856DDBAC 0x4C06F888 0x110A0000 0x00B26815 3421
0x856DDBAC 0x4C06F888 0x110B0000 0x00B27572 3462
0x856DDBAC 0x4C06F888 0x11380000 0x00B282F8 3819
0x856DDBAC 0x4C06F888 0x11390000 0x00B291E3 3493
0x856DDBAC 0x4C06F888 0x113A0000 0x00B29F88 3282
0x856DDBAC 0x4C06F888 0x113D0000 0x00B2AC5A 4484
0x856DDBAC 0x4C06F888 0x113E0000 0x00B2BDDE 4137
0x856DDBAC 0x4C06F888 0x113F0000 0x00B2CE07 4461
0x856DDBAC 0x4C06F888 0x11400000 0x00B2DF74 4450
0x856DDBAC 0x4C06F888 0x11410000 0x00B2F0D6 4355
0x856DDBAC 0x4C06F888 0x11420000 0x00B301D9 4081
0x856DDBAC 0x4C06F888 0x11430000 0x00B311CA 4309
0x856DDBAC 0x4C06F888 0x11440000 0x00B3229F 4258
0x856DDBAC 0x4C06F888 0x11450000 0x00B33341 4270
0x856DDBAC 0x4C06F888 0x11460000 0x00B343EF 4231
0x856DDBAC 0x4C06F888 0x11470000 0x00B35476 4112
0x856DDBAC 0x4C06F888 0x11480000 0x00B36486 3991
0x856DDBAC 0x4C06F888 0x11560000 0x00B3741D 4361
0x856DDBAC 0x4C06F888 0x11570000 0x00B38526 4216
0x856DDBAC 0x4C06F888 0x11580000 0x00B3959E 4411
0x856DDBAC 0x4C06F888 0x11590000 0x00B3A6D9 4349
0x856DDBAC 0x4C06F888 0x115A0000 0x00B3B7D6 4354
0x856DDBAC 0x4C06F888 0x115B0000 0x00B3C8D8 4489
0x856DDBAC 0x4C06F888 0x115C0000 0x00B3DA61 4495
0x856DDBAC 0x4C06F888 0x115D0000 0x00B3EBF0 4496
0x856DDBAC 0x4C06F888 0x115E0000 0x00B3FD80 4481
0x856DDBAC 0x4C06F888 0x115F0000 0x00B40F01 4473
0x856DDBAC 0x4C06F888 0x11740000 0x00B4207A 4322
0x856DDBAC 0x4C06F888 0x11750000 0x00B4315C 4341
0x856DDBAC 0x4C06F888 0x11760000 0x00B44251 4298
0x856DDBAC 0x4C06F888 0x11770000 0x00B4531B 4231
0x856DDBAC 0x4C06F888 0x11780000 0x00B463A2 4284
0x856DDBAC 0x4C06F888 0x2BFD0000 0x00B4745E 4588
0x856DDBAC 0x4C06F888 0x2BFE0000 0x00B4864A 4245
0x856DDBAC 0x4C06F888 0x2BFF0000 0x00B496DF 4621
0x856DDBAC 0x4C06F888 0x2C000000 0x00B4A8EC 4562
0x856DDBAC 0x4C06F888 0x2C010000 0x00B4BABE 4444
0x856DDBAC 0x4C06F888 0x2C020000 0x00B4CC1A 4214
0x856DDBAC 0x4C06F888 0x2C470000 0x00B4DC90 2799
0x856DDBAC 0x4C06F888 0x2C480000 0x00B4E77F 2908
