TypeID,GroupID,InstanceID,Offset,RawSize,Compressed,OutSize,PngMagic,File
0xE86B1EEF,0xE86B1EEF,0x286B1F03,96,32,no,32,no,T-e86b1eef_G-e86b1eef_I-286b1f03.png
0xCA63E2A3,0x4A5E8EF6,0x4E39BE4F,128,1090,yes,3161,no,T-ca63e2a3_G-4a5e8ef6_I-4e39be4f.png
0xCA63E2A3,0x4A5E8EF6,0x4E39BE50,1218,910,yes,3089,no,T-ca63e2a3_G-4a5e8ef6_I-4e39be50.png
