TypeID,GroupID,InstanceID,Offset,RawSize,Compressed,OutSize,PngMagic,File
0xEA5118B0,0xEA5118B1,0x00000001,142486499,111698,yes,1094484,no,T-ea5118b0_G-ea5118b1_I-00000001.png
